time="2026-08-30T19:49:54-06:00" level=info msg="AWS API call" account=000000000000 api="organizations:DescribeOrganization" cache=miss
time="2026-08-30T19:49:54-06:00" level=info msg="AWS API call" account=000000000000 api="s3:ListBuckets" cache=miss
time="2026-08-30T19:49:54-06:00" level=info msg="AWS API call" account=000000000000 api="apprunner:ListServices" cache=miss region=ca-central-1
time="2026-08-30T19:49:54-06:00" level=info msg="AWS API call" account=000000000000 api="apprunner:ListServices" cache=miss region=ap-northeast-3
time="2026-08-30T19:49:54-06:00" level=info msg="AWS API call" account=000000000000 api="apprunner:ListServices" cache=miss region=us-east-2
time="2026-08-30T19:49:54-06:00" level=info msg="AWS API call" account=000000000000 api="apprunner:ListServices" cache=miss region=ap-southeast-1
time="2026-08-30T19:49:54-06:00" level=info msg="AWS API call" account=000000000000 api="apprunner:ListServices" cache=miss region=eu-north-1
time="2026-08-30T19:49:54-06:00" level=info msg="AWS API call" account=000000000000 api="apprunner:ListServices" cache=miss region=eu-central-1
time="2026-08-30T19:49:54-06:00" level=info msg="AWS API call" account=000000000000 api="apprunner:ListServices" cache=miss region=sa-east-1
time="2026-08-30T19:49:54-06:00" level=info msg="AWS API call" account=000000000000 api="apprunner:ListServices" cache=miss region=eu-west-3
time="2026-08-30T19:49:54-06:00" level=info msg="AWS API call" account=000000000000 api="apprunner:ListServices" cache=miss region=us-west-1
time="2026-08-30T19:49:54-06:00" level=info msg="AWS API call" account=000000000000 api="apprunner:ListServices" cache=miss region=us-west-2
time="2026-08-30T19:49:54-06:00" level=info msg="AWS API call" account=000000000000 api="apprunner:ListServices" cache=miss region=us-east-1
time="2026-08-30T19:49:54-06:00" level=info msg="AWS API call" account=000000000000 api="apprunner:ListServices" cache=miss region=ap-south-1
time="2026-08-30T19:49:54-06:00" level=info msg="AWS API call" account=000000000000 api="apprunner:ListServices" cache=miss region=ap-northeast-1
time="2026-08-30T19:49:54-06:00" level=info msg="AWS API call" account=000000000000 api="apprunner:ListServices" cache=miss region=eu-west-2
time="2026-08-30T19:49:54-06:00" level=info msg="AWS API call" account=000000000000 api="apprunner:ListServices" cache=miss region=ap-northeast-2
time="2026-08-30T19:49:54-06:00" level=info msg="AWS API call" account=000000000000 api="apprunner:ListServices" cache=miss region=eu-west-1
time="2026-08-30T19:49:54-06:00" level=info msg="AWS API call" account=000000000000 api="apprunner:ListServices" cache=miss region=ap-southeast-2
time="2026-08-30T19:49:55-06:00" level=info msg="AWS API call" account=000000000000 api="iam:ListUsers" cache=miss
time="2026-08-30T19:49:55-06:00" level=info msg="AWS API call" account=000000000000 api="iam:ListRoles" cache=miss
time="2026-08-30T19:49:55-06:00" level=info msg="AWS API call" account=000000000000 api="iam:ListGroups" cache=miss
time="2026-08-30T19:49:55-06:00" level=info msg="AWS API call" account=000000000000 api="iam:ListUsers" cache=hit
time="2026-08-30T19:49:55-06:00" level=info msg="AWS API call" account=000000000000 api="iam:ListAccessKeys" cache=miss userName=benchmark-securityaudit
time="2026-08-30T19:49:55-06:00" level=info msg="AWS API call" account=000000000000 api="iam:ListAccessKeys" cache=miss userName=fn1-privesc3-partial-user
time="2026-08-30T19:49:55-06:00" level=info msg="AWS API call" account=000000000000 api="apigatewayv2:GetApis" cache=miss region=us-west-2
time="2026-08-30T19:49:55-06:00" level=info msg="AWS API call" account=000000000000 api="apigateway:GetRestApis" cache=miss region=us-west-2
time="2026-08-30T19:49:55-06:00" level=info msg="AWS API call" account=000000000000 api="athena:ListDataCatalogs" cache=miss region=us-west-2
time="2026-08-30T19:49:55-06:00" level=info msg="AWS API call" account=000000000000 api="cloudformation:ListStacks" cache=miss region=us-west-2
time="2026-08-30T19:49:55-06:00" level=info msg="AWS API call" account=000000000000 api="apigateway:GetRestApis" cache=miss region=ca-central-1
time="2026-08-30T19:49:55-06:00" level=info msg="AWS API call" account=000000000000 api="apigatewayv2:GetApis" cache=miss region=ca-central-1
time="2026-08-30T19:49:55-06:00" level=info msg="AWS API call" account=000000000000 api="codeartifact:ListDomains" cache=miss region=us-west-2
time="2026-08-30T19:49:55-06:00" level=info msg="AWS API call" account=000000000000 api="athena:ListDataCatalogs" cache=miss region=ca-central-1
time="2026-08-30T19:49:55-06:00" level=info msg="AWS API call" account=000000000000 api="apigateway:GetRestApis" cache=miss region=ap-northeast-2
time="2026-08-30T19:49:55-06:00" level=info msg="AWS API call" account=000000000000 api="apigatewayv2:GetApis" cache=miss region=ap-northeast-2
time="2026-08-30T19:49:55-06:00" level=info msg="AWS API call" account=000000000000 api="codebuild:ListProjects" cache=miss region=us-west-2
time="2026-08-30T19:49:55-06:00" level=info msg="AWS API call" account=000000000000 api="codecommit:ListRepositories" cache=miss region=us-west-2
time="2026-08-30T19:49:55-06:00" level=info msg="AWS API call" account=000000000000 api="codedeploy:ListApplications" cache=miss region=us-west-2
time="2026-08-30T19:49:55-06:00" level=info msg="AWS API call" account=000000000000 api="codebuild:ListProjects" cache=miss region=ca-central-1
time="2026-08-30T19:49:55-06:00" level=info msg="AWS API call" account=000000000000 api="codedeploy:ListDeployments" cache=miss region=us-west-2
time="2026-08-30T19:49:55-06:00" level=info msg="AWS API call" account=000000000000 api="cloudformation:ListStacks" cache=miss region=ca-central-1
