Account,Role Arn,Role Name,Trusted Principal,ExternalID,IsAdmin?,CanPrivEscToAdmin?
000000000000,arn:aws:iam::000000000000:role/privesc-permissive-role-trust,privesc-permissive-role-trust,arn:aws:iam::000000000000:root,,No,"Skipping, no pmapper data"
